cell_id,date,scenario,failure_day,load_index,sinr_db,rsrp_dbm,rsrq_db,cqi_mean,avg_rank,mcs_dl_mean,bler_dl_pct,ul_bler_pct,harq_retx_ratio,prb_util_dl_pct,ul_prb_util_pct,active_users,traffic_volume_gb,mu_mimo_ratio,rank_1_ratio,bfr_count,beam_switch_count,beam_concentration,rrc_setup_success_pct,drb_setup_success_pct,prach_success_pct,pucch_util_pct,ul_rssi_dbm,cqi_rank_gap,beam_efficiency,sinr_cqi_delta
Cell_0315,01/10/2024,su_mimo_fallback,-1,0.98,22.291,-83.628,-6.219,12.916,1.0,20.306,3.489,2.119,0.116,56.683,47.302,13.0,3.155,0.104,0.895,1.0,1.0,0.726,99.097,95.745,95.821,21.551,-103.523,12.916,0.025,2.92
Cell_0315,01/11/2024,su_mimo_fallback,-1,1.0,17.479,-80.92,-6.136,13.459,1.047,22.937,3.95,3.009,0.136,63.075,47.158,16.0,4.186,0.11,0.908,3.0,2.0,0.838,98.732,95.355,95.294,23.027,-112.123,12.855,0.028,-2.71
Cell_0315,01/12/2024,su_mimo_fallback,-1,0.931,19.954,-75.874,-6.24,11.499,1.134,22.812,3.837,3.237,0.118,45.561,39.44,22.0,3.627,0.134,0.881,3.0,4.0,0.602,97.206,98.222,97.182,19.541,-113.031,10.14,0.037,2.71
Cell_0315,01/13/2024,su_mimo_fallback,-1,0.833,20.784,-76.662,-5.855,12.23,1.126,22.48,4.28,2.794,0.148,55.214,46.502,15.0,3.634,0.123,0.882,1.0,3.0,0.745,99.366,97.181,97.196,16.676,-105.889,10.866,0.033,2.44
Cell_0315,01/14/2024,su_mimo_fallback,-1,0.733,17.229,-83.641,-5.79,12.69,1.088,25.234,4.116,3.51,0.113,43.325,39.102,13.0,3.394,0.088,0.906,2.0,1.0,0.814,99.373,97.116,96.471,16.955,-117.249,11.668,0.023,-1.81
Cell_0315,01/15/2024,su_mimo_fallback,-1,0.992,21.191,-80.349,-6.007,12.554,1.0,22.032,2.973,2.559,0.099,52.355,38.933,18.0,3.79,0.108,0.894,1.0,4.0,0.76,98.812,96.927,98.6,28.676,-114.788,12.554,0.026,2.36
Cell_0315,01/16/2024,su_mimo_fallback,-1,1.0,22.501,-74.987,-5.96,12.827,1.0,22.726,4.66,2.306,0.162,65.761,36.331,18.0,4.046,0.121,0.852,1.0,2.0,0.649,98.323,96.455,97.203,24.223,-111.476,12.827,0.029,3.26
Cell_0315,01/17/2024,su_mimo_fallback,-1,0.988,19.89,-79.246,-5.879,13.048,1.0,20.962,5.087,3.117,0.137,63.966,41.69,17.0,3.14,0.11,0.895,4.0,1.0,0.817,98.969,96.586,96.252,19.534,-114.053,13.048,0.026,0.32
Cell_0315,01/18/2024,su_mimo_fallback,-1,0.973,20.0,-77.091,-6.02,11.702,1.0,20.075,3.067,3.208,0.128,71.029,39.333,15.0,4.215,0.114,0.897,4.0,3.0,0.679,96.952,96.317,97.432,19.175,-111.058,11.702,0.028,2.45
Cell_0315,01/19/2024,su_mimo_fallback,-1,0.964,20.826,-82.991,-5.816,13.15,1.0,22.934,3.449,2.219,0.107,61.892,36.653,21.0,3.671,0.093,0.903,1.0,4.0,0.672,97.146,97.637,95.751,19.561,-111.351,13.15,0.022,1.1
Cell_0315,01/20/2024,su_mimo_fallback,-1,0.862,20.868,-80.609,-6.026,12.097,1.0,20.313,2.969,3.79,0.134,44.128,40.465,12.0,2.519,0.107,0.865,2.0,2.0,0.868,98.498,97.78,98.443,17.551,-109.668,12.097,0.026,2.72
Cell_0315,01/21/2024,su_mimo_fallback,-1,0.726,21.409,-78.554,-6.139,14.08,1.039,22.806,3.503,2.682,0.139,41.696,39.233,14.0,2.121,0.12,0.879,3.0,3.0,0.612,100.0,97.112,96.919,16.274,-109.192,13.553,0.03,0.29
Cell_0315,01/22/2024,su_mimo_fallback,-1,0.993,18.501,-80.448,-6.08,12.778,1.0,21.841,4.406,2.389,0.114,60.522,47.583,15.0,3.852,0.098,0.918,1.0,3.0,0.699,99.793,96.729,95.349,21.865,-114.342,12.778,0.023,-0.67
Cell_0315,01/23/2024,su_mimo_fallback,-1,0.981,20.023,-77.38,-5.999,13.255,1.0,22.307,2.937,2.898,0.138,59.712,61.335,12.0,3.971,0.106,0.846,3.0,4.0,0.81,97.288,98.924,98.133,22.703,-107.478,13.255,0.026,0.14
Cell_0315,01/24/2024,su_mimo_fallback,-1,1.0,21.131,-76.149,-6.146,12.746,1.0,21.322,5.103,3.221,0.134,64.607,50.745,24.0,3.094,0.086,0.868,1.0,3.0,0.816,97.672,96.452,95.235,24.84,-106.409,12.746,0.02,2.01
Cell_0315,01/25/2024,su_mimo_fallback,-1,1.0,19.961,-78.195,-5.852,14.082,1.0,24.162,3.432,2.998,0.115,46.92,40.972,18.0,3.954,0.11,0.925,4.0,2.0,0.63,99.034,96.346,97.451,19.751,-112.012,14.082,0.027,-1.16
Cell_0315,01/26/2024,su_mimo_fallback,-1,0.972,20.062,-72.508,-5.673,13.168,1.0,22.259,3.211,2.629,0.152,65.705,41.193,18.0,2.788,0.111,0.884,4.0,5.0,0.677,98.252,97.321,94.998,21.293,-111.058,13.168,0.027,0.31
Cell_0315,01/27/2024,su_mimo_fallback,-1,0.795,18.71,-78.088,-6.195,12.716,1.0,21.435,4.188,3.078,0.116,49.648,42.785,14.0,3.061,0.115,0.849,0.0,3.0,0.677,99.086,97.611,96.977,17.251,-105.145,12.716,0.028,-0.36
Cell_0315,01/28/2024,su_mimo_fallback,-1,0.779,19.694,-78.249,-5.831,12.188,1.035,21.176,5.86,2.279,0.093,48.562,36.865,14.0,2.883,0.108,0.841,4.0,4.0,0.867,98.955,98.332,96.48,19.774,-109.593,11.779,0.026,1.41
Cell_0315,01/29/2024,su_mimo_fallback,-1,0.995,19.65,-75.39,-6.164,12.094,1.0,21.194,3.873,2.437,0.125,60.299,44.35,21.0,3.641,0.096,0.874,2.0,3.0,0.616,98.455,99.142,96.322,23.799,-107.68,12.094,0.023,1.51
Cell_0315,01/30/2024,su_mimo_fallback,-1,1.0,21.422,-75.363,-5.967,12.826,1.0,23.38,3.714,2.997,0.111,65.253,48.132,23.0,3.493,0.121,0.862,2.0,3.0,0.682,99.559,94.972,95.958,23.298,-110.256,12.826,0.029,2.18
Cell_0316,01/01/2024,beam_failure,18,1.0,16.106,-80.256,-8.861,10.486,2.16,23.927,3.021,1.45,0.101,33.276,35.167,7.0,3.202,0.739,0.208,4.0,5.0,0.371,98.495,98.731,100.0,21.582,-105.754,4.854,0.387,0.38
Cell_0316,01/02/2024,beam_failure,18,0.997,15.501,-82.682,-7.294,12.586,2.276,25.183,3.891,1.299,0.136,41.627,46.036,5.0,4.269,0.781,0.238,2.0,1.0,0.312,99.13,99.686,95.998,23.637,-109.304,5.529,0.427,-3.38
Cell_0316,01/03/2024,beam_failure,18,1.0,17.127,-78.411,-6.861,10.245,1.903,19.876,3.014,1.074,0.078,30.907,34.718,7.0,2.636,0.621,0.471,2.0,5.0,0.36,98.237,98.438,94.66,18.504,-100.362,5.384,0.287,1.76
Cell_0316,01/04/2024,beam_failure,18,1.0,1.831,-85.224,-7.168,8.405,1.82,26.156,3.195,1.086,0.136,34.365,34.43,5.0,3.339,0.652,0.397,4.0,3.0,0.347,97.991,97.695,97.115,17.675,-105.909,4.617,0.287,-10.78
Cell_0316,01/05/2024,beam_failure,18,1.0,17.083,-82.549,-8.664,10.52,1.885,23.081,3.464,1.684,0.099,35.103,34.603,7.0,2.606,0.775,0.226,10.0,5.0,0.372,100.0,99.987,99.461,21.743,-103.721,5.581,0.352,1.3
Cell_0316,01/06/2024,beam_failure,18,0.847,15.544,-80.675,-7.265,10.743,2.151,28.0,4.444,1.348,0.121,29.953,30.624,6.0,2.624,0.744,0.225,4.0,6.0,0.318,98.486,99.261,99.855,15.264,-108.887,4.994,0.382,-0.57
Cell_0316,01/07/2024,beam_failure,18,0.748,14.67,-87.743,-7.761,9.964,2.537,22.845,4.22,1.282,0.123,28.677,23.687,3.0,2.481,0.733,0.304,3.0,5.0,0.295,100.0,94.847,95.573,14.337,-108.254,3.928,0.445,-0.28
Cell_0316,01/08/2024,beam_failure,18,0.968,15.563,-80.375,-7.567,10.535,0.861,23.124,4.262,1.132,0.111,33.805,34.921,6.0,3.496,0.722,0.268,5.0,6.0,0.297,98.198,100.0,97.485,16.202,-102.537,12.237,0.149,-0.24
Cell_0316,01/09/2024,beam_failure,18,1.0,1.653,-80.946,-7.6,11.783,2.119,27.118,2.978,1.817,0.145,37.586,41.389,6.0,3.33,0.683,0.288,3.0,3.0,0.331,100.0,96.846,99.885,19.79,-108.526,5.56,0.351,-16.02
Cell_0316,01/10/2024,beam_failure,18,1.0,17.425,-79.723,-7.489,10.041,2.394,24.249,4.818,2.02,0.116,40.505,32.467,6.0,2.137,0.737,0.28,0.0,6.0,0.336,96.376,98.341,99.241,20.705,-107.253,4.194,0.42,2.36
Cell_0316,01/11/2024,beam_failure,18,0.958,18.009,-85.153,-7.346,9.638,2.073,22.432,3.707,1.531,0.058,42.41,33.188,5.0,2.952,0.638,0.374,4.0,4.0,0.375,98.05,98.018,98.689,19.515,-102.604,4.65,0.318,3.55
Cell_0316,01/12/2024,beam_failure,18,0.945,15.683,-86.504,-6.8,11.677,2.302,25.366,2.148,1.461,0.142,33.569,29.879,5.0,3.276,0.769,0.148,2.0,3.0,0.323,98.113,97.294,98.873,18.903,-106.146,5.072,0.433,-1.83
Cell_0316,01/13/2024,beam_failure,18,0.858,17.438,-78.986,-7.162,12.681,1.853,23.372,3.458,1.306,0.082,28.853,25.831,4.0,2.003,0.736,0.237,2.0,12.0,0.33,97.625,98.413,98.722,13.574,-104.443,6.845,0.329,-1.58
Cell_0316,01/14/2024,beam_failure,18,0.758,18.374,-79.363,-7.686,11.715,2.273,24.794,2.766,1.0,0.124,26.676,29.73,3.0,2.658,0.779,0.186,4.0,4.0,0.361,98.176,96.97,96.507,18.863,-110.496,5.155,0.431,0.8
Cell_0316,01/15/2024,beam_failure,18,1.0,15.616,-83.766,-8.182,10.464,0.872,27.667,3.18,1.884,0.148,40.063,37.543,8.0,3.059,0.767,0.183,2.0,6.0,0.323,100.0,96.881,95.808,18.437,-105.4,12.001,0.162,-0.08
Cell_0316,01/16/2024,beam_failure,18,1.0,15.974,-78.442,-7.124,12.732,1.051,20.967,2.754,1.568,0.097,38.629,36.153,6.0,2.667,0.683,0.327,2.0,4.0,0.307,99.887,99.479,97.304,18.603,-104.643,12.112,0.174,-3.12
Cell_0316,01/17/2024,beam_failure,18,0.982,14.547,-85.461,-7.875,12.198,1.946,25.89,3.62,1.927,0.127,37.782,40.277,7.0,3.285,0.653,0.283,2.0,4.0,0.398,99.296,97.846,96.269,20.292,-106.229,6.269,0.306,-3.75
Cell_0316,01/18/2024,beam_failure,18,0.956,15.154,-81.768,-8.651,11.452,1.862,23.055,3.626,1.607,0.126,38.183,28.926,6.0,3.021,0.678,0.256,3.0,5.0,0.36,98.358,97.844,94.702,23.079,-106.172,6.149,0.304,-2.02
Cell_0316,01/19/2024,beam_failure,18,0.993,7.365,-96.112,-11.719,9.289,1.356,12.015,45.064,9.49,0.35,42.806,40.661,4.0,1.131,0.112,0.858,30.0,24.0,0.779,78.934,80.347,73.31,18.488,-97.784,6.849,0.021,-6.57
Cell_0316,01/20/2024,beam_failure,18,0.783,0.939,-94.97,-10.238,7.768,1.039,13.647,11.414,12.933,0.482,30.435,27.751,3.0,0.699,0.11,0.914,23.0,21.0,0.61,79.296,79.328,73.775,13.499,-96.237,7.478,0.025,-10.71
Cell_0316,01/21/2024,beam_failure,18,0.778,9.33,-98.204,-12.11,8.887,1.367,12.464,13.76,10.255,0.496,30.279,24.002,2.0,0.717,0.11,0.896,24.0,16.0,0.681,79.181,81.303,70.123,13.117,-95.943,6.503,0.032,-4.0
Cell_0316,01/22/2024,beam_failure,18,1.0,10.314,-97.801,-11.73,7.224,1.154,12.84,13.661,8.747,0.396,42.286,31.05,4.0,1.042,0.114,0.879,35.0,20.0,0.696,80.182,79.692,75.501,22.184,-101.127,6.258,0.028,-0.52
Cell_0316,01/23/2024,beam_failure,18,0.942,7.875,-96.768,-10.48,8.32,1.126,12.064,10.972,9.027,0.321,34.37,32.193,3.0,1.053,0.11,0.898,31.0,17.0,0.727,81.52,79.071,73.64,17.846,-98.035,7.389,0.028,-4.61
Cell_0316,01/24/2024,beam_failure,18,1.0,8.644,-97.048,-10.832,7.292,1.488,13.627,12.297,9.577,0.437,43.768,35.566,4.0,1.075,0.118,0.883,31.0,14.0,0.647,79.614,80.399,73.011,21.77,-93.38,4.902,0.039,-2.29
Cell_0316,01/25/2024,beam_failure,18,0.997,9.056,-98.474,-10.556,9.447,1.212,13.774,11.643,9.842,0.4,32.097,32.121,4.0,1.173,0.103,0.883,22.0,19.0,0.647,81.316,80.847,72.167,19.984,-99.973,7.792,0.028,-5.11
Cell_0316,01/26/2024,beam_failure,18,0.948,8.929,-96.726,-12.505,7.888,1.0,13.301,37.137,15.945,0.471,32.353,37.002,4.0,1.007,0.118,0.864,25.0,24.0,0.662,78.827,80.372,73.339,15.737,-99.079,7.888,0.019,-2.9
Cell_0316,01/27/2024,beam_failure,18,0.826,10.439,-88.503,-12.618,7.481,1.251,12.95,11.696,11.277,0.42,29.966,33.838,4.0,0.775,0.119,0.88,32.0,27.0,0.839,79.059,80.673,72.134,18.737,-92.657,5.981,0.033,-0.78
Cell_0316,01/28/2024,beam_failure,18,0.76,9.274,-90.298,-11.545,7.763,1.148,12.268,11.549,12.391,0.36,30.548,27.969,3.0,0.851,0.131,0.856,32.0,17.0,0.684,80.355,78.023,72.146,17.516,-91.451,6.763,0.033,-2.37
Cell_0316,01/29/2024,beam_failure,18,0.993,9.423,-94.682,-12.028,8.223,1.368,14.055,14.696,9.809,0.448,41.712,36.72,5.0,1.123,0.111,0.904,32.0,17.0,0.709,78.644,80.724,72.259,22.254,-99.202,6.011,0.032,-2.91
Cell_0316,01/30/2024,beam_failure,18,1.0,9.886,-97.625,-12.102,7.128,1.315,12.509,11.426,11.703,0.409,39.859,27.771,4.0,0.988,0.11,0.925,33.0,24.0,0.683,80.035,76.949,70.776,20.02,-100.017,5.421,0.032,-0.81
Cell_0317,01/01/2024,healthy,-1,0.967,16.757,-61.404,-8.861,10.743,2.948,28.0,4.514,3.847,0.077,44.878,43.733,12.0,6.75,0.58,0.438,2.0,5.0,0.292,99.173,98.151,96.268,34.698,-117.683,3.644,0.408,0.64
Cell_0317,01/02/2024,healthy,-1,0.97,16.34,-67.06,-8.095,10.873,2.83,26.475,4.002,2.65,0.082,49.529,37.48,13.0,5.078,0.564,0.44,3.0,2.0,0.207,99.353,98.693,99.948,24.792,-110.977,3.842,0.383,0.03
Cell_0317,01/03/2024,healthy,-1,0.998,16.324,-68.352,-8.47,10.725,2.98,26.751,2.752,4.581,0.083,48.013,41.644,13.0,6.709,0.574,0.411,4.0,3.0,0.219,99.619,99.77,98.77,39.04,-110.39,3.599,0.416,0.24
Cell_0317,01/04/2024,healthy,-1,1.0,16.404,-65.636,-8.463,11.066,2.798,27.046,3.879,2.731,0.081,57.074,39.791,15.0,7.893,0.524,0.463,0.0,5.0,0.225,99.528,97.813,98.657,41.987,-110.265,3.955,0.352,-0.19
Cell_0317,01/05/2024,healthy,-1,0.981,16.402,-67.493,-8.009,11.536,3.173,26.152,3.502,3.359,0.052,34.183,40.805,13.0,7.435,0.551,0.462,1.0,4.0,0.206,98.938,98.601,99.195,34.56,-111.444,3.636,0.422,-0.9
Cell_0317,01/06/2024,healthy,-1,0.819,13.543,-63.346,-8.507,9.689,2.847,26.841,4.077,3.2,0.097,37.329,30.265,8.0,6.043,0.663,0.355,1.0,5.0,0.244,100.0,99.247,98.135,33.859,-108.517,3.403,0.453,-0.99
Cell_0317,01/07/2024,healthy,-1,0.792,18.709,-66.111,-8.08,9.603,3.217,25.672,3.534,2.712,0.062,41.196,28.973,6.0,5.034,0.579,0.408,4.0,4.0,0.207,100.0,98.312,98.221,28.509,-107.421,2.985,0.449,4.3
Cell_0317,01/08/2024,healthy,-1,1.0,16.656,-65.372,-8.913,9.822,2.884,26.934,3.836,3.187,0.066,48.796,35.739,14.0,5.819,0.551,0.423,0.0,6.0,0.263,98.284,98.48,96.285,27.803,-113.137,3.406,0.382,1.92
Cell_0317,01/09/2024,healthy,-1,1.0,16.382,-62.967,-8.64,10.508,3.218,26.852,3.853,3.198,0.066,42.363,35.188,13.0,6.89,0.626,0.347,1.0,6.0,0.237,100.0,98.245,97.833,28.029,-112.362,3.266,0.485,0.62
Cell_0317,01/10/2024,healthy,-1,1.0,17.034,-60.133,-8.468,10.559,3.217,27.534,3.688,3.184,0.075,48.522,41.423,8.0,7.245,0.58,0.441,1.0,3.0,0.267,99.8,97.094,98.192,32.315,-114.024,3.282,0.449,1.19
Cell_0317,01/11/2024,healthy,-1,0.985,16.266,-60.144,-9.597,11.85,3.217,24.956,3.985,3.513,0.074,50.792,33.666,14.0,5.657,0.547,0.436,3.0,4.0,0.241,98.359,99.793,96.995,34.463,-117.441,3.683,0.423,-1.51
Cell_0317,01/12/2024,healthy,-1,0.899,15.751,-57.652,-8.401,10.351,2.826,26.803,5.038,2.701,0.079,40.288,33.151,14.0,5.252,0.599,0.374,2.0,4.0,0.261,100.0,98.264,98.286,29.626,-114.081,3.663,0.402,0.22
Cell_0317,01/13/2024,healthy,-1,0.77,15.111,-62.092,-8.209,11.568,2.832,26.615,4.625,2.824,0.085,34.416,23.305,12.0,5.302,0.659,0.36,1.0,6.0,0.219,98.209,98.676,98.185,31.987,-114.045,4.084,0.445,-2.24
Cell_0317,01/14/2024,healthy,-1,0.77,16.305,-63.29,-8.546,10.106,3.05,24.24,4.396,2.33,0.089,35.145,26.828,10.0,3.485,0.592,0.405,1.0,4.0,0.26,100.0,97.822,99.217,22.002,-114.236,3.314,0.432,1.15
Cell_0317,01/15/2024,healthy,-1,1.0,16.631,-63.318,-8.75,10.856,2.798,26.357,3.017,3.633,0.054,46.158,36.557,11.0,6.119,0.646,0.356,2.0,7.0,0.229,100.0,97.604,97.315,30.183,-108.564,3.879,0.439,0.35
Cell_0317,01/16/2024,healthy,-1,0.986,17.441,-67.075,-8.118,10.163,3.143,23.701,4.303,2.634,0.064,49.772,33.781,13.0,7.437,0.551,0.465,5.0,12.0,0.211,99.628,98.984,99.182,29.02,-114.219,3.233,0.415,2.2
Cell_0317,01/17/2024,healthy,-1,0.996,15.691,-65.035,-8.276,10.105,2.774,28.0,4.25,3.184,0.088,51.843,35.649,11.0,7.197,0.616,0.368,2.0,2.0,0.186,99.006,98.795,99.723,40.483,-121.859,3.643,0.409,0.53
Cell_0317,01/18/2024,healthy,-1,0.974,15.857,-66.1,-9.13,10.137,2.739,25.689,4.262,2.569,0.07,37.708,31.055,15.0,4.452,0.497,0.485,1.0,3.0,0.247,98.793,98.333,99.796,38.743,-117.232,3.701,0.326,0.65
Cell_0317,01/19/2024,healthy,-1,0.977,15.505,-61.787,-8.552,11.083,3.358,22.852,3.513,2.988,0.084,45.901,32.758,13.0,6.739,0.593,0.375,0.0,2.0,0.243,100.0,100.0,98.186,38.281,-115.169,3.301,0.48,-1.12
Cell_0317,01/20/2024,healthy,-1,0.785,13.997,-66.416,-8.295,11.432,3.358,23.272,4.267,3.042,0.063,35.843,33.157,11.0,6.081,0.668,0.347,2.0,1.0,0.246,100.0,100.0,98.863,30.76,-112.218,3.404,0.537,-3.15
Cell_0317,01/21/2024,healthy,-1,0.8,15.053,-64.493,-8.183,10.348,3.047,27.238,3.618,2.716,0.07,35.032,26.575,11.0,5.384,0.69,0.315,1.0,3.0,0.309,98.236,99.754,97.452,34.812,-108.409,3.396,0.507,-0.47
Cell_0317,01/22/2024,healthy,-1,0.938,15.564,-65.557,-8.737,10.937,3.016,24.117,4.653,3.246,0.072,42.448,38.085,10.0,6.15,0.628,0.348,2.0,2.0,0.237,99.288,99.827,96.438,38.532,-108.88,3.626,0.451,-0.84
Cell_0317,01/23/2024,healthy,-1,1.0,16.665,-67.629,-8.508,11.4,3.309,26.874,4.275,3.473,0.091,39.235,35.821,13.0,5.623,0.643,0.362,3.0,5.0,0.285,99.353,98.605,98.239,32.455,-115.748,3.446,0.509,-0.43
Cell_0317,01/24/2024,healthy,-1,0.981,16.795,-66.882,-8.313,10.96,3.189,26.637,3.837,3.023,0.079,51.407,36.175,15.0,6.486,0.599,0.395,1.0,3.0,0.218,100.0,99.48,99.735,30.737,-117.045,3.437,0.46,0.36
Cell_0317,01/25/2024,healthy,-1,0.953,14.481,-65.786,-8.399,10.273,3.145,27.893,3.655,3.009,0.094,40.374,40.417,14.0,7.151,0.58,0.417,1.0,3.0,0.262,100.0,97.761,97.717,35.435,-110.26,3.267,0.439,-0.93
Cell_0317,01/26/2024,healthy,-1,0.921,15.125,-63.048,-8.757,11.028,3.153,25.697,4.54,3.041,0.1,39.532,27.419,14.0,5.647,0.561,0.461,5.0,7.0,0.219,99.538,99.11,99.396,27.617,-111.793,3.498,0.422,-1.42
Cell_0317,01/27/2024,healthy,-1,0.845,16.057,-67.385,-8.5,9.835,2.932,25.245,3.007,3.137,0.053,38.979,26.667,11.0,5.693,0.569,0.441,2.0,2.0,0.215,99.677,98.132,99.471,27.478,-108.942,3.355,0.405,1.31
Cell_0317,01/28/2024,healthy,-1,0.783,15.145,-63.536,-8.064,11.869,3.161,26.104,3.704,3.043,0.07,42.463,26.71,11.0,4.588,0.583,0.411,4.0,8.0,0.249,100.0,99.153,100.0,22.989,-107.681,3.755,0.444,-2.66
Cell_0317,01/29/2024,healthy,-1,0.981,15.929,-67.908,-8.543,11.275,3.529,25.998,4.334,2.628,0.054,45.526,37.658,16.0,6.797,0.59,0.417,0.0,1.0,0.262,99.497,96.966,96.515,27.476,-115.739,3.195,0.498,-0.98
Cell_0317,01/30/2024,healthy,-1,1.0,14.573,-65.334,-8.197,12.338,3.414,26.257,4.396,2.584,0.073,49.764,36.463,17.0,5.316,0.664,0.35,1.0,4.0,0.181,100.0,99.15,96.651,29.807,-109.004,3.614,0.542,-3.93
Cell_0318,01/01/2024,beam_misalignment,-1,1.0,11.265,-89.916,-11.989,9.5,1.539,11.527,10.595,8.408,0.315,49.149,24.643,10.0,2.162,0.373,0.588,7.0,16.0,0.549,88.697,95.9,84.754,29.853,-111.836,6.175,0.128,-2.98
Cell_0318,01/02/2024,beam_misalignment,-1,1.0,11.576,-84.027,-11.765,7.954,0.728,14.198,24.037,9.687,0.355,56.736,25.977,11.0,1.446,0.472,0.505,11.0,24.0,0.489,91.396,95.326,89.371,33.148,-104.158,10.929,0.065,-0.35
Cell_0318,01/03/2024,beam_misalignment,-1,1.0,11.444,-88.738,-11.088,10.433,1.569,14.331,12.081,9.063,0.305,50.093,21.786,11.0,2.467,0.435,0.576,18.0,17.0,0.497,89.938,91.491,88.737,40.667,-104.953,6.652,0.15,-4.21
Cell_0318,01/04/2024,beam_misalignment,-1,1.0,10.186,-87.565,-12.268,8.381,1.634,13.896,11.105,10.27,0.329,62.851,20.794,10.0,3.381,0.29,0.666,9.0,17.0,0.574,93.018,90.341,92.836,38.295,-99.886,5.129,0.105,-2.39
Cell_0318,01/05/2024,beam_misalignment,-1,0.986,12.807,-95.006,-12.278,8.576,1.334,13.128,8.202,6.855,0.285,48.508,25.227,10.0,2.251,0.417,0.575,14.0,19.0,0.569,94.047,88.878,91.728,29.552,-106.173,6.43,0.128,-0.06
Cell_0318,01/06/2024,beam_misalignment,-1,0.8,10.791,-97.965,-12.157,9.648,1.914,11.607,11.979,7.809,0.404,46.394,17.59,7.0,1.596,0.488,0.582,10.0,17.0,0.534,88.091,97.444,88.399,25.465,-100.509,5.04,0.205,-3.68
Cell_0318,01/07/2024,beam_misalignment,-1,0.769,10.822,-91.612,-12.155,7.33,1.475,9.32,11.566,9.053,0.353,47.375,14.68,7.0,1.379,0.516,0.439,14.0,10.0,0.545,89.794,87.68,87.065,28.61,-109.035,4.97,0.168,-0.17
Cell_0318,01/08/2024,beam_misalignment,-1,0.973,10.728,-91.664,-10.892,8.398,1.661,12.209,9.323,9.861,0.256,60.601,20.264,8.0,2.27,0.432,0.577,8.0,14.0,0.456,89.968,90.606,88.545,37.059,-99.688,5.056,0.163,-1.87
Cell_0318,01/09/2024,beam_misalignment,-1,1.0,10.091,-95.355,-12.627,7.337,1.995,11.419,13.63,9.476,0.393,62.921,25.505,10.0,2.016,0.52,0.465,10.0,17.0,0.541,91.362,92.177,88.043,38.593,-103.584,3.678,0.224,-0.91
Cell_0318,01/10/2024,beam_misalignment,-1,0.968,10.204,-87.552,-12.052,8.652,1.668,9.504,11.215,10.14,0.388,51.611,22.78,10.0,2.105,0.388,0.69,9.0,15.0,0.535,89.979,92.367,87.15,37.769,-104.648,5.186,0.144,-2.77
Cell_0318,01/11/2024,beam_misalignment,-1,0.965,10.837,-98.029,-11.275,8.505,2.037,12.168,11.606,8.615,0.395,46.228,20.079,8.0,1.953,0.382,0.671,13.0,23.0,0.571,91.131,91.649,89.778,41.509,-100.526,4.175,0.172,-1.92
Cell_0318,01/12/2024,beam_misalignment,-1,0.971,12.765,-86.546,-11.983,8.899,1.427,12.931,10.086,11.28,0.33,38.579,22.84,9.0,1.975,0.415,0.606,7.0,19.0,0.507,89.41,92.998,87.17,38.978,-103.517,6.237,0.133,-0.58
Cell_0318,01/13/2024,beam_misalignment,-1,0.8,11.803,-87.106,-11.386,8.079,2.032,11.708,9.617,8.008,0.313,40.414,18.063,7.0,1.612,0.401,0.599,8.0,12.0,0.537,87.059,90.475,87.204,27.609,-110.13,3.977,0.184,-0.32
Cell_0318,01/14/2024,beam_misalignment,-1,0.763,12.033,-95.829,-11.968,6.999,1.856,11.074,9.841,9.963,0.368,41.608,16.209,7.0,1.437,0.412,0.544,13.0,21.0,0.547,91.916,92.435,90.588,27.409,-108.4,3.771,0.172,1.53
Cell_0318,01/15/2024,beam_misalignment,-1,0.972,12.575,-93.036,-12.034,8.428,1.633,10.267,27.412,8.644,0.324,48.009,21.551,10.0,2.546,0.41,0.629,5.0,15.0,0.562,89.737,97.136,91.1,27.556,-103.077,5.161,0.121,-0.07
Cell_0318,01/16/2024,beam_misalignment,-1,0.994,9.529,-90.825,-11.486,8.074,1.896,11.912,9.771,8.996,0.335,48.773,27.511,6.0,2.304,0.406,0.619,9.0,19.0,0.514,90.336,91.033,89.251,41.642,-100.314,4.258,0.174,-2.58
Cell_0318,01/17/2024,beam_misalignment,-1,1.0,11.263,-88.334,-11.427,9.251,2.388,14.459,10.653,7.534,0.297,49.468,22.463,11.0,2.405,0.505,0.518,16.0,13.0,0.536,90.509,95.771,85.397,36.094,-105.482,3.875,0.27,-2.61
Cell_0318,01/18/2024,beam_misalignment,-1,0.989,10.225,-100.034,-11.262,8.969,1.755,11.212,12.252,9.203,0.379,51.259,25.91,10.0,2.066,0.326,0.651,7.0,12.0,0.585,92.419,92.961,88.69,32.224,-108.969,5.11,0.125,-3.23
Cell_0318,01/19/2024,beam_misalignment,-1,0.961,11.28,-91.227,-12.081,10.033,2.312,12.156,12.539,7.882,0.351,43.086,23.415,10.0,2.307,0.353,0.713,3.0,20.0,0.412,89.56,92.292,88.877,40.007,-96.282,4.339,0.178,-3.77
Cell_0318,01/20/2024,beam_misalignment,-1,0.813,10.233,-91.901,-12.04,9.503,1.709,11.587,10.854,12.389,0.301,50.995,17.659,9.0,1.597,0.436,0.653,14.0,16.0,0.518,91.764,93.731,86.384,33.877,-100.552,5.561,0.166,-4.02
